order_item_id,order_id,product_id,quantity,unit_price,discount_rate,subtotal
98,O000044,P0044,3,964.11,0.0,2892.33
99,O000045,P0054,4,59.74,0.1,215.06
100,O000045,P0039,3,695.16,0.05,1981.21
101,O000046,P0039,1,710.0,0.2,568.0
102,O000046,P0037,1,754.64,0.1,679.18
103,O000047,P0077,2,310.68,0.1,559.22
104,O000047,P0084,3,526.02,0.0,1578.06
105,O000047,P0020,2,2464.7,0.0,4929.4
106,O000047,P0044,3,926.35,0.0,2779.05
107,O000048,P0045,1,947.11,0.05,899.75
108,O000048,P0058,5,115.69,0.1,520.6
109,O000048,P0020,2,2290.38,0.0,4580.76
110,O000050,P0058,1,102.9,0.1,92.61
111,O000050,P0012,3,123.72,0.1,334.04
112,O000050,P0007,2,2402.45,0.2,3843.92
113,O000051,P0048,5,108.48,0.0,542.4
114,O000051,P0016,1,3218.38,0.0,3218.38
115,O000052,P0086,5,207.65,0.05,986.34
116,O000052,P0020,1,2555.17,0.05,2427.41
117,O000052,P0044,3,993.79,0.1,2683.23
118,O000052,P0077,3,279.21,0.0,837.63
119,O000053,P0053,5,71.48,0.0,357.4
120,O000053,P0086,1,192.34,0.0,192.34
121,O000053,P0040,2,399.56,0.0,799.12
122,O000053,P0020,1,2512.92,0.05,2387.27
123,O000055,P0058,1,103.72,0.0,103.72
124,O000055,P0071,3,53.94,0.0,161.82
125,O000056,P0053,4,64.38,0.0,257.52
126,O000056,P0077,2,306.7,0.05,582.73
127,O000056,P0008,2,2319.73,0.0,4639.46
128,O000057,P0012,3,115.59,0.0,346.77
129,O000057,P0080,4,131.47,0.0,525.88
130,O000057,P0054,4,62.35,0.0,249.4
131,O000057,P0084,1,464.48,0.0,464.48
132,O000058,P0045,1,1010.69,0.0,1010.69
133,O000058,P0084,1,528.29,0.05,501.88
134,O000058,P0044,3,997.74,0.15,2544.24
135,O000059,P0032,3,112.45,0.0,337.35
136,O000059,P0016,1,3221.27,0.0,3221.27
137,O000060,P0063,3,120.12,0.0,360.36
138,O000060,P0054,4,65.77,0.0,263.08
139,O000061,P0050,3,323.05,0.1,872.24
140,O000061,P0045,1,1046.89,0.0,1046.89
141,O000062,P0039,3,751.84,0.0,2255.52
142,O000063,P0087,3,202.97,0.0,608.91
143,O000064,P0079,2,145.53,0.0,291.06
144,O000064,P0020,2,2618.84,0.0,5237.68
145,O000064,P0053,2,71.21,0.2,113.94
146,O000064,P0040,3,440.64,0.2,1057.54
147,O000065,P0020,2,2451.41,0.0,4902.82
148,O000066,P0020,2,2382.39,0.0,4764.78
149,O000066,P0039,3,687.61,0.15,1753.41
150,O000067,P0003,2,4879.57,0.0,9759.14
151,O000067,P0039,1,694.95,0.0,694.95
152,O000067,P0054,3,62.12,0.0,186.36
153,O000068,P0071,2,54.23,0.0,108.46
154,O000070,P0080,2,123.23,0.0,246.46
155,O000070,P0032,3,120.31,0.0,360.93
156,O000072,P0054,1,57.37,0.05,54.5
157,O000072,P0045,2,1093.13,0.0,2186.26
158,O000073,P0020,2,2563.01,0.0,5126.02
159,O000073,P0065,3,94.29,0.0,282.87
160,O000074,P0034,1,299.33,0.0,299.33
161,O000074,P0050,3,303.73,0.0,911.19
162,O000074,P0054,2,64.28,0.0,128.56
163,O000075,P0016,2,3592.17,0.05,6825.12
164,O000076,P0053,2,62.96,0.0,125.92
165,O000076,P0080,4,117.54,0.0,470.16
166,O000077,P0018,2,3890.5,0.0,7781.0
167,O000077,P0030,2,2469.16,0.0,4938.32
168,O000078,P0054,1,59.01,0.0,59.01
169,O000078,P0034,3,305.41,0.0,916.23
170,O000079,P0012,5,123.72,0.05,587.67
171,O000079,P0045,2,1013.82,0.1,1824.88
172,O000079,P0084,3,459.28,0.0,1377.84
173,O000080,P0084,3,514.28,0.0,1542.84
174,O000081,P0039,3,741.54,0.0,2224.62
175,O000082,P0054,3,65.13,0.0,195.39
176,O000082,P0080,5,116.51,0.0,582.55
177,O000082,P0084,2,523.64,0.0,1047.28
178,O000083,P0024,2,2912.12,0.0,5824.24
179,O000084,P0039,1,712.93,0.05,677.28
180,O000084,P0080,1,117.74,0.05,111.85
181,O000084,P0043,1,917.4,0.0,917.4
182,O000084,P0032,3,110.94,0.0,332.82
183,O000085,P0026,3,310.66,0.1,838.78
184,O000086,P0084,2,463.85,0.0,927.7
185,O000086,P0022,1,3018.66,0.05,2867.73
186,O000086,P0045,2,1029.9,0.0,2059.8
187,O000086,P0048,4,107.45,0.2,343.84
188,O000088,P0032,2,122.45,0.0,244.9
189,O000088,P0039,2,691.92,0.0,1383.84
190,O000089,P0016,1,3305.28,0.0,3305.28
191,O000089,P0005,1,378.43,0.1,340.59
192,O000089,P0020,2,2515.63,0.1,4528.13
193,O000090,P0084,1,451.69,0.0,451.69
194,O000090,P0020,1,2265.71,0.1,2039.14
195,O000091,P0050,1,281.82,0.0,281.82
196,O000091,P0084,2,456.19,0.15,775.52
197,O000092,P0032,4,124.35,0.15,422.79
198,O000092,P0054,2,62.64,0.0,125.28
199,O000093,P0020,2,2496.3,0.2,3994.08
200,O000093,P0032,5,122.81,0.05,583.35
201,O000093,P0055,1,792.36,0.0,792.36
202,O000094,P0045,1,1050.02,0.15,892.52
203,O000095,P0039,3,682.16,0.0,2046.48
204,O000095,P0041,2,475.06,0.0,950.12
205,O000095,P0048,1,98.12,0.05,93.21
206,O000096,P0064,1,92.76,0.05,88.12
207,O000096,P0037,1,715.71,0.2,572.57
208,O000096,P0039,1,693.8,0.05,659.11
209,O000096,P0054,2,62.76,0.0,125.52
210,O000098,P0008,1,2187.18,0.05,2077.82
211,O000098,P0002,1,4139.46,0.1,3725.51
212,O000098,P0032,2,116.83,0.0,233.66
213,O000098,P0020,2,2249.61,0.0,4499.22
214,O000099,P0084,3,460.15,0.0,1380.45
215,O000099,P0012,2,120.47,0.1,216.85
216,O000100,P0058,1,112.41,0.2,89.93
217,O000100,P0005,3,399.48,0.0,1198.44
218,O000101,P0020,2,2379.87,0.0,4759.74
219,O000101,P0005,1,403.13,0.0,403.13
220,O000102,P0013,3,1321.28,0.0,3963.84
221,O000103,P0012,4,119.05,0.0,476.2
222,O000103,P0071,2,51.04,0.05,96.98
223,O000103,P0054,5,62.8,0.0,314.0
224,O000104,P0021,2,2608.16,0.1,4694.69
225,O000105,P0020,2,2405.94,0.0,4811.88
226,O000105,P0073,3,74.17,0.05,211.38
227,O000105,P0057,2,956.19,0.1,1721.14
228,O000106,P0080,5,113.01,0.0,565.05
229,O000108,P0058,2,109.61,0.2,175.38
230,O000109,P0050,2,320.51,0.1,576.92
231,O000110,P0043,1,920.28,0.05,874.27
232,O000110,P0087,5,203.5,0.0,1017.5
233,O000110,P0058,4,113.82,0.2,364.22
234,O000110,P0005,1,408.63,0.0,408.63
235,O000111,P0020,1,2250.17,0.2,1800.14
236,O000111,P0003,2,4923.78,0.0,9847.56
237,O000111,P0013,2,1424.39,0.1,2563.9
238,O000112,P0058,3,113.11,0.05,322.36
239,O000112,P0008,2,2427.19,0.1,4368.94
240,O000112,P0059,1,108.52,0.0,108.52
241,O000112,P0054,4,65.57,0.15,222.94
242,O000113,P0084,2,493.64,0.1,888.55
243,O000113,P0045,2,1062.21,0.1,1911.98
244,O000114,P0084,1,512.05,0.0,512.05
245,O000114,P0054,2,62.39,0.05,118.54
246,O000115,P0034,3,314.63,0.0,943.89
247,O000115,P0071,3,49.85,0.2,119.64
248,O000115,P0050,3,285.7,0.2,685.68
249,O000115,P0054,1,60.0,0.0,60.0
250,O000116,P0041,2,440.53,0.1,792.95
251,O000116,P0058,4,108.24,0.05,411.31
252,O000117,P0054,4,56.74,0.1,204.26
253,O000118,P0012,3,116.73,0.0,350.19
254,O000119,P0054,5,63.9,0.05,303.52
255,O000119,P0005,1,423.5,0.1,381.15
256,O000121,P0044,3,974.21,0.0,2922.63
257,O000121,P0065,3,98.3,0.0,294.9
258,O000121,P0005,2,434.85,0.0,869.7
259,O000122,P0080,4,114.08,0.0,456.32
260,O000123,P0054,5,62.8,0.0,314.0
261,O000123,P0013,1,1394.97,0.0,1394.97
262,O000123,P0067,4,260.29,0.05,989.1
263,O000123,P0032,3,126.31,0.1,341.04
264,O000124,P0032,5,125.47,0.0,627.35
265,O000124,P0053,4,62.25,0.0,249.0
266,O000124,P0080,3,121.37,0.0,364.11
267,O000124,P0077,3,277.01,0.1,747.93
268,O000125,P0077,2,309.17,0.15,525.59
269,O000126,P0013,1,1339.69,0.0,1339.69
270,O000126,P0080,1,125.93,0.0,125.93
271,O000127,P0054,2,63.83,0.0,127.66
272,O000127,P0080,4,120.28,0.15,408.95
273,O000128,P0009,1,2154.91,0.0,2154.91
274,O000128,P0084,3,503.84,0.0,1511.52
275,O000128,P0032,5,118.9,0.05,564.78
276,O000128,P0039,1,666.06,0.0,666.06
277,O000129,P0047,2,85.12,0.0,170.24
278,O000129,P0020,1,2372.97,0.2,1898.38
279,O000129,P0039,2,743.61,0.0,1487.22
280,O000129,P0077,3,280.25,0.1,756.68
281,O000130,P0039,3,722.75,0.05,2059.84
282,O000131,P0029,1,2344.69,0.0,2344.69
283,O000132,P0039,1,687.78,0.0,687.78
284,O000133,P0054,3,56.97,0.0,170.91
285,O000133,P0058,5,114.96,0.0,574.8
286,O000133,P0080,3,127.98,0.05,364.74
287,O000133,P0020,2,2314.6,0.0,4629.2
288,O000134,P0009,2,1955.76,0.0,3911.52
289,O000134,P0044,3,1047.0,0.0,3141.0
290,O000134,P0013,1,1485.25,0.05,1410.99
291,O000135,P0020,2,2307.93,0.1,4154.27
292,O000135,P0073,1,74.61,0.0,74.61
293,O000136,P0012,2,114.94,0.05,218.39
294,O000136,P0080,3,122.95,0.2,295.08
295,O000136,P0053,1,71.85,0.0,71.85
296,O000136,P0039,3,729.37,0.1,1969.3
297,O000137,P0054,4,62.22,0.0,248.88
298,O000137,P0013,2,1493.65,0.0,2987.3
299,O000137,P0026,3,309.82,0.05,882.99
300,O000138,P0058,4,116.44,0.0,465.76
301,O000138,P0044,2,1065.98,0.0,2131.96
302,O000138,P0012,1,129.21,0.0,129.21
303,O000139,P0058,3,111.81,0.0,335.43
304,O000139,P0045,1,1033.16,0.0,1033.16
305,O000139,P0084,3,459.51,0.0,1378.53
306,O000140,P0087,4,201.18,0.05,764.48
307,O000141,P0058,2,108.84,0.05,206.8
308,O000143,P0040,2,440.08,0.0,880.16
309,O000143,P0045,2,972.2,0.0,1944.4
310,O000143,P0032,1,111.09,0.0,111.09
311,O000144,P0045,3,1034.61,0.05,2948.64
312,O000145,P0020,1,2339.67,0.0,2339.67
313,O000145,P0039,3,664.11,0.0,1992.33
314,O000146,P0080,3,129.27,0.2,310.25
315,O000146,P0050,3,286.46,0.0,859.38
316,O000146,P0087,5,196.8,0.0,984.0
317,O000146,P0016,1,3367.55,0.0,3367.55
318,O000147,P0077,1,272.64,0.05,259.01
319,O000147,P0039,3,668.81,0.1,1805.79
320,O000147,P0080,0,112.99,0.0,112.99
321,O000148,P0013,3,1314.99,0.05,3747.72
322,O000148,P0084,2,478.2,0.05,908.58
323,O000148,P0020,2,2374.82,0.05,4512.16
324,O000148,P0054,5,60.94,0.0,304.7
325,O000149,P0055,1,757.08,0.0,757.08
326,O000149,P0044,2,934.09,0.0,1868.18
327,O000149,P0025,3,277.28,0.05,790.25
328,O000150,P0008,2,2427.89,0.05,4612.99
329,O000151,P0008,2,2376.27,0.1,4277.29
330,O000151,P0080,1,121.7,0.2,97.36
331,O000152,P0030,2,2473.66,0.15,4205.22
332,O000152,P0008,2,2306.07,0.0,4612.14
333,O000153,P0002,1,4231.38,0.0,4231.38
334,O000153,P0039,1,734.81,0.0,734.81
335,O000153,P0087,5,193.65,0.1,871.42
336,O000155,P0080,5,119.02,0.0,595.1
337,O000155,P0032,4,122.5,0.0,490.0
338,O000157,P0015,1,1468.82,0.15,1248.5
339,O000157,P0054,4,63.67,0.0,254.68
340,O000158,P0077,1,298.98,0.05,284.03
341,O000158,P0020,2,2550.83,0.0,5101.66
342,O000158,P0045,2,1098.3,0.2,1757.28
343,O000158,P0084,2,494.32,0.0,988.64
344,O000159,P0080,5,127.19,0.2,508.76
345,O000159,P0021,1,2397.16,0.1,2157.44
346,O000160,P0056,1,876.57,0.2,701.26
347,O000160,P0071,4,54.41,0.0,217.64
348,O000161,P0071,3,53.47,0.0,160.41
349,O000161,P0054,3,63.64,0.1,171.83
350,O000161,P0008,2,2358.74,0.0,4717.48
351,O000161,P0020,1,2373.04,0.0,2373.04
352,O000162,P0021,1,2450.43,0.05,2327.91
353,O000162,P0087,5,192.4,0.05,913.9
354,O000162,P0058,4,100.65,0.05,382.47
355,O000162,P0086,3,200.01,0.0,600.03
356,O000163,P0013,2,1411.05,0.0,2822.1
357,O000163,P0080,2,127.38,0.0,254.76
358,O000163,P0005,3,391.74,0.05,1116.46
359,O000164,P0039,3,746.85,0.05,2128.52
360,O000165,P0020,2,2422.25,0.0,4844.5
361,O000165,P0005,1,425.69,0.0,425.69
362,O000165,P0039,1,651.58,0.0,651.58
363,O000165,P0054,4,61.51,0.05,233.74
364,O000166,P0050,2,300.29,0.05,570.55
365,O000166,P0054,1,59.18,0.0,59.18
366,O000167,P0034,1,290.9,0.1,261.81
367,O000167,P0002,1,3962.32,0.0,3962.32
368,O000167,P0084,1,461.42,0.2,369.14
369,O000168,P0077,2,278.93,0.1,502.07
370,O000168,P0020,1,2384.98,0.05,2265.73
371,O000169,P0020,1,2610.86,0.0,2610.86
372,O000170,P0020,2,2530.42,0.0,5060.84
373,O000170,P0084,3,471.0,0.0,1413.0
374,O000170,P0054,3,56.5,0.0,169.5
375,O000171,P0012,5,124.55,0.0,622.75
376,O000172,P0087,5,207.25,0.0,1036.25
377,O000173,P0020,1,2565.4,0.0,2565.4
378,O000173,P0073,2,75.75,0.0,151.5
379,O000173,P0054,1,59.03,0.0,59.03
380,O000174,P0003,1,4859.29,0.2,3887.43
381,O000174,P0020,1,2403.91,0.0,2403.91
382,O000174,P0080,1,123.73,0.1,111.36
383,O000175,P0058,4,101.22,0.0,404.88
384,O000175,P0033,3,120.96,0.0,362.88
385,O000175,P0054,5,61.37,0.0,306.85
386,O000175,P0005,2,371.78,0.0,743.56
387,O000176,P0022,1,3137.45,0.0,3137.45
388,O000176,P0039,2,725.47,0.0,1450.94
389,O000176,P0080,3,123.33,0.0,369.99
390,O000176,P0008,1,2308.67,0.15,1962.37
391,O000177,P0037,1,721.73,0.0,721.73
392,O000177,P0032,4,112.36,0.0,449.44
393,O000177,P0012,2,131.92,0.0,263.84
394,O000177,P0016,1,3603.35,0.2,2882.68
395,O000178,P0084,1,457.5,0.05,434.62
396,O000178,P0061,4,122.84,0.0,491.36
397,O000179,P0058,2,114.07,0.0,228.14
398,O000179,P0025,3,307.35,0.15,783.74
399,O000180,P0077,1,291.25,0.15,247.56
400,O000181,P0061,1,132.86,0.0,132.86
401,O000181,P0077,2,305.07,0.0,610.14
402,O000182,P0080,5,120.19,0.0,600.95
403,O000183,P0003,1,4963.96,0.0,4963.96
404,O000183,P0084,3,454.93,0.0,1364.79
405,O000183,P0054,3,56.6,0.0,169.8
406,O000184,P0047,5,86.07,0.0,430.35
407,O000184,P0012,4,125.62,0.0,502.48
408,O000185,P0054,4,56.54,0.0,226.16
409,O000186,P0080,1,119.54,0.0,119.54
410,O000187,P0039,2,680.74,0.0,1361.48
411,O000187,P0037,1,736.9,0.0,736.9
412,O000187,P0032,4,112.44,0.1,404.78
413,O000188,P0048,1,106.47,0.15,90.5
414,O000188,P0043,2,916.57,0.0,1833.14
415,O000188,P0058,2,106.38,0.0,212.76
416,O000189,P0032,5,125.14,0.0,625.7
417,O000189,P0047,5,87.38,0.0,436.9
418,O000189,P0012,2,124.13,0.0,248.26
419,O000190,P0008,1,2428.29,0.0,2428.29
420,O000190,P0022,1,3198.23,0.0,3198.23
421,O000190,P0034,2,285.85,0.0,571.7
422,O000190,P0073,5,68.42,0.1,307.89
423,O000191,P0005,2,395.05,0.0,790.1
424,O000192,P0044,2,1044.57,0.0,2089.14
425,O000192,P0020,2,2537.92,0.0,5075.84
426,O000192,P0080,2,120.09,0.0,240.18
427,O000192,P0005,3,427.88,0.05,1219.46
428,O000193,P0039,3,707.52,0.2,1698.05
429,O000194,P0067,3,257.24,0.0,771.72
430,O000194,P0087,5,202.32,0.2,809.28
431,O000194,P0063,2,113.16,0.1,203.69
432,O000195,P0012,1,114.07,0.0,114.07
433,O000195,P0008,2,2348.04,0.0,4696.08
434,O000195,P0011,4,129.55,0.0,518.2
435,O000197,P0054,1,64.68,0.0,64.68
436,O000197,P0012,3,116.85,0.0,350.55
437,O000198,P0020,2,2428.32,0.0,4856.64
438,O000198,P0087,1,202.2,0.05,192.09
439,O000199,P0008,1,2424.05,0.05,2302.85
440,O000199,P0054,4,59.75,0.0,239.0
441,O000199,P0058,5,114.08,0.0,570.4
442,O000200,P0061,5,136.1,0.0,680.5
443,O000200,P0058,5,106.29,0.0,531.45
444,O000200,P0084,2,472.3,0.0,944.6
445,O000201,P0067,3,255.23,0.05,727.41
446,O000201,P0016,1,3150.22,0.0,3150.22
447,O000201,P0020,1,2563.81,0.0,2563.81
448,O000203,P0087,5,207.92,0.0,1039.6
449,O000203,P0054,3,62.92,0.0,188.76
450,O000204,P0071,3,50.15,0.0,150.45
451,O000204,P0084,1,465.94,0.1,419.35
452,O000204,P0050,3,326.41,0.1,881.31
453,O000205,P0064,5,93.14,0.05,442.42
454,O000206,P0034,1,310.54,0.0,310.54
455,O000206,P0012,2,115.47,0.0,230.94
456,O000206,P0080,4,124.81,0.0,499.24
457,O000207,P0045,2,996.36,0.1,1793.45
458,O000208,P0040,2,426.51,0.0,853.02
459,O000208,P0020,1,2488.86,0.0,2488.86
460,O000209,P0074,2,76.51,0.0,153.02
461,O000209,P0016,1,3266.17,0.0,3266.17
462,O000209,P0054,1,61.76,0.0,61.76
463,O000209,P0087,5,202.61,0.0,1013.05
464,O000210,P0032,2,113.88,0.15,193.6
465,O000210,P0039,2,658.17,0.05,1250.52
466,O000210,P0071,4,53.25,0.2,170.4
467,O000211,P0053,2,69.17,0.0,138.34
468,O000211,P0055,2,717.53,0.15,1219.8
469,O000212,P0084,2,526.3,0.1,947.34
470,O000212,P0065,4,95.29,0.0,381.16
471,O000212,P0071,3,50.6,0.0,151.8
472,O000212,P0054,3,56.54,0.0,169.62
473,O000213,P0071,5,54.58,0.2,218.32
474,O000214,P0039,3,722.44,0.05,2058.95
475,O000215,P0021,2,2582.8,0.2,4132.48
476,O000215,P0037,3,714.49,0.0,2143.47
477,O000216,P0080,4,113.2,0.0,452.8
478,O000217,P0084,2,510.58,0.0,1021.16
479,O000217,P0080,2,128.15,0.0,256.3
480,O000217,P0054,3,57.21,0.0,171.63
481,O000218,P0087,5,194.81,0.05,925.35
482,O000218,P0039,1,746.21,0.0,746.21
483,O000218,P0054,1,64.55,0.0,64.55
484,O000218,P0005,3,394.07,0.2,945.77
485,O000219,P0039,3,744.6,0.15,1898.73
486,O000219,P0045,3,1057.76,0.0,3173.28
487,O000220,P0039,1,763.53,0.0,763.53
488,O000220,P0008,1,2292.72,0.0,2292.72
489,O000220,P0084,1,480.97,0.05,456.92
490,O000221,P0005,3,425.48,0.0,1276.44
491,O000221,P0086,3,199.75,0.05,569.29
492,O000221,P0084,2,470.83,0.0,941.66
493,O000222,P0008,2,2407.01,0.0,4814.02
494,O000222,P0020,1,2416.07,0.0,2416.07
495,O000222,P0005,1,411.77,0.1,370.59
496,O000223,P0071,1,55.19,0.0,55.19
497,O000223,P0039,2,694.63,0.1,1250.33
498,O000223,P0045,1,994.59,0.15,845.4
499,O000223,P0063,1,115.32,0.05,109.55
500,O000224,P0015,1,1332.02,0.0,1332.02
501,O000224,P0043,1,958.27,0.0,958.27
502,O000225,P0063,4,108.99,0.0,435.96
503,O000226,P0084,3,523.03,0.05,1490.64
504,O000227,P0045,2,950.24,0.0,1900.48
505,O000227,P0063,5,117.05,0.0,585.25
506,O000228,P0012,1,126.39,0.0,126.39
507,O000228,P0009,0,1954.44,0.05,3713.44
508,O000229,P0003,2,4882.32,0.0,9764.64
509,O000229,P0026,2,317.77,0.0,635.54
510,O000229,P0071,3,52.08,0.2,124.99
511,O000230,P0054,3,58.74,0.0,176.22
512,O000230,P0044,3,1063.99,0.1,2872.77
513,O000230,P0012,1,113.36,0.05,107.69
514,O000230,P0048,1,101.11,0.0,101.11
515,O000231,P0084,2,526.4,0.0,1052.8
516,O000231,P0045,3,1006.44,0.0,3019.32
517,O000231,P0064,2,107.25,0.0,214.5
518,O000232,P0071,3,51.65,0.05,147.2
519,O000232,P0039,1,657.33,0.0,657.33
520,O000232,P0034,1,285.13,0.0,285.13
521,O000233,P0039,2,733.76,0.05,1394.14
522,O000233,P0008,2,2368.15,0.0,4736.3
523,O000233,P0054,4,56.37,0.0,225.48
524,O000234,P0053,2,71.67,0.0,143.34
525,O000234,P0005,2,419.74,0.0,839.48
526,O000235,P0020,2,2622.06,0.0,5244.12
527,O000236,P0058,4,111.26,0.0,445.04
528,O000237,P0057,3,965.44,0.15,2461.87
529,O000237,P0065,3,106.65,0.1,287.96
530,O000237,P0063,1,116.12,0.05,110.31
531,O000237,P0055,3,769.69,0.0,2309.07
532,O000238,P0084,2,511.12,0.05,971.13
533,O000238,P0054,1,62.23,0.0,62.23
534,O000239,P0077,2,296.18,0.05,562.74
535,O000239,P0015,1,1390.52,0.15,1181.94
536,O000239,P0048,5,108.37,0.1,487.66
537,O000239,P0020,2,2308.63,0.05,4386.4
538,O000240,P0058,3,114.67,0.15,292.41
539,O000240,P0043,1,1011.31,0.15,859.61
540,O000240,P0087,2,188.62,0.0,377.24
541,O000241,P0025,1,284.79,0.0,284.79
542,O000242,P0067,2,253.06,0.05,480.81
543,O000243,P0055,1,793.11,0.0,793.11
544,O000243,P0084,3,451.63,0.05,1287.15
545,O000244,P0054,5,64.74,0.15,275.14
546,O000244,P0087,2,208.02,0.05,395.24
547,O000245,P0039,1,662.11,0.05,629.0
548,O000245,P0005,2,391.35,0.0,782.7
549,O000245,P0084,3,501.95,0.0,1505.85
550,O000246,P0005,3,425.53,0.0,1276.59
551,O000246,P0053,1,66.59,0.1,59.93
552,O000246,P0003,1,4477.26,0.0,4477.26
553,O000246,P0032,2,128.7,0.0,257.4
554,O000247,P0054,4,63.5,0.0,254.0
555,O000247,P0039,2,724.36,0.0,1448.72
556,O000248,P0080,2,116.26,0.0,232.52
557,O000249,P0054,2,62.79,0.0,125.58
558,O000249,P0084,1,509.83,0.0,509.83
559,O000249,P0034,3,302.0,0.1,815.4
560,O000250,P0034,3,281.4,0.0,844.2
561,O000250,P0039,1,743.68,0.15,632.13
562,O000251,P0039,3,661.54,0.0,1984.62
563,O000251,P0057,3,893.47,0.0,2680.41
564,O000251,P0012,4,123.8,0.15,420.92
565,O000252,P0045,2,944.59,0.0,1889.18
566,O000252,P0032,4,118.59,0.15,403.21
